0	1.090790
1	1.080023
2	1.072681
3	1.071269
4	1.076358
5	1.086480
6	1.098053
7	1.107790
8	1.112607
9	1.110681
10	1.102686
11	1.090764
12	1.078409
13	1.069279
14	1.066427
15	1.070742
16	1.080945
17	1.093948
18	1.105586
19	1.112410
20	1.112436
21	1.105679
22	1.094079
23	1.080990
24	1.070162
25	1.064880
26	1.066470
27	1.074307
28	1.085924
29	1.097561
30	1.105443
31	1.107550
32	1.102948
33	1.093412
34	1.081821
35	1.071819
36	1.066577
37	1.067762
38	1.074964
39	1.085931
40	1.097048
41	1.104832
42	1.106837
43	1.102587
44	1.093208
45	1.081791
46	1.071949
47	1.066598
48	1.067338
49	1.073882
50	1.083913
51	1.094113
52	1.101092
53	1.102802
54	1.098780
55	1.090274
56	1.079978
57	1.071407
58	1.067313
59	1.069373
60	1.076974
61	1.087806
62	1.098754
63	1.106228
64	1.107768
65	1.102963
66	1.092996
67	1.081043
68	1.070732
69	1.065308
70	1.066700
71	1.074428
72	1.086285
73	1.098430
74	1.107165
75	1.109600
76	1.105357
77	1.095424
78	1.083169
79	1.072320
80	1.066029
81	1.066571
82	1.073528
83	1.084547
84	1.096225
85	1.104634
86	1.107060
87	1.102434
88	1.092303
89	1.079748
90	1.068897
91	1.063119
92	1.064530
93	1.072939
94	1.085814
95	1.099228
96	1.109198
97	1.112737
98	1.108842
99	1.098834
100	1.085721
101	1.073958
102	1.066772
103	1.067019
104	1.074040
105	1.085892
106	1.098418
107	1.107560
108	1.110405
109	1.105865
110	1.095474
111	1.082380
112	1.070621
113	1.063939
114	1.064465
115	1.071916
116	1.083935
117	1.096605
118	1.106035
119	1.109322
120	1.105686
121	1.096460
122	1.084661
123	1.073967
124	1.068053
125	1.068587
126	1.075267
127	1.085521
128	1.095739
129	1.102628
130	1.103747
131	1.098794
132	1.089610
133	1.079317
134	1.071430
135	1.068815
136	1.072507
137	1.081092
138	1.091792
139	1.100885
140	1.105333
141	1.103672
142	1.096433
143	1.085796
144	1.075508
145	1.068848
146	1.068285
147	1.074083
148	1.084395
149	1.096020
150	1.105165
151	1.108802
152	1.105898
153	1.097562
154	1.086240
155	1.075597
156	1.069272
157	1.069477
158	1.076079
159	1.087065
160	1.098556
161	1.106951
162	1.109155
163	1.104521
164	1.094321
165	1.081802
166	1.070859
167	1.065128
168	1.066298
169	1.074231
170	1.086223
171	1.098528
172	1.107262
173	1.109716
174	1.105188
175	1.095072
176	1.082855
177	1.072441
178	1.067447
179	1.069454
180	1.077597
181	1.089093
182	1.100296
183	1.107720
184	1.108788
185	1.103593
186	1.093445
187	1.081773
188	1.072249
189	1.067871
190	1.070213
191	1.078635
192	1.090462
193	1.101976
194	1.109723
195	1.111272
196	1.106622
197	1.096881
198	1.085374
199	1.075561
200	1.070605
201	1.071889
202	1.078804
203	1.089055
204	1.099128
205	1.105707
206	1.106645
207	1.101544
208	1.091904
209	1.080576
210	1.071261
211	1.066767
212	1.068674
213	1.076430
214	1.087973
215	1.099584
216	1.108506
217	1.112081
218	1.109738
219	1.102421
220	1.092802
221	1.083798
222	1.078160
223	1.077580
224	1.081775
225	1.089370
226	1.097339
227	1.103081
228	1.104447
229	1.100969
230	1.093450
231	1.084311
232	1.076343
233	1.071910
234	1.072503
235	1.077982
236	1.086867
237	1.096487
238	1.104156
239	1.107877
240	1.106858
241	1.101609
242	1.093980
243	1.086229
244	1.080831
245	1.079308
246	1.082016
247	1.087699
248	1.094658
249	1.100604
250	1.103679
251	1.103057
252	1.098714
253	1.092128
254	1.085177
255	1.079973
256	1.077965
257	1.079594
258	1.084578
259	1.091123
260	1.097405
261	1.101566
262	1.102349
263	1.099882
264	1.094517
265	1.088070
266	1.082120
267	1.078486
268	1.077819
269	1.080248
270	1.084808
271	1.089998
272	1.094383
273	1.096683
274	1.096558
275	1.094269
276	1.090999
277	1.087776
278	1.085867
279	1.085908
280	1.087903
281	1.090991
282	1.094181
283	1.096337
284	1.096670
285	1.095188
286	1.092136
287	1.088690
288	1.085943
289	1.084631
290	1.085055
291	1.087031
292	1.089848
293	1.092308
294	1.093740
295	1.093437
296	1.091328
297	1.088324
298	1.085249
299	1.083158
300	1.083078
301	1.084799
302	1.088015
303	1.091794
304	1.094890
305	1.096299
306	1.095747
307	1.093176
308	1.089576
309	1.085876
310	1.083325
311	1.082573
312	1.083916
