# Time-averaged data for fix myat3
# TimeStep v_myeng
100 -639626
200 -639626
300 -639624
400 -639617
500 -639603
600 -639582
700 -639553
800 -639520
900 -639493
1000 -639477
1100 -639470
1200 -639470
1300 -639475
1400 -639485
1500 -639498
1600 -639514
1700 -639530
1800 -639546
1900 -639562
2000 -639577
2100 -639589
2200 -639600
2300 -639609
2400 -639616
2500 -639621
2600 -639624
2700 -639624
2800 -639622
2900 -639619
3000 -639615
3100 -639609
3200 -639600
3300 -639592
3400 -639585
3500 -639576
3600 -639563
3700 -639540
3800 -639508
3900 -639480
4000 -639464
4100 -639460
4200 -639466
4300 -639484
4400 -639516
4500 -639549
4600 -639577
4700 -639599
4800 -639614
4900 -639628
5000 -639643
5100 -639658
5200 -639671
5300 -639683
5400 -639693
5500 -639700
5600 -639703
5700 -639703
5800 -639697
5900 -639685
6000 -639664
6100 -639636
6200 -639607
6300 -639584
6400 -639568
6500 -639559
6600 -639555
6700 -639555
6800 -639560
6900 -639569
7000 -639579
7100 -639592
7200 -639606
7300 -639618
7400 -639631
7500 -639644
7600 -639656
7700 -639666
7800 -639673
7900 -639677
8000 -639680
8100 -639683
8200 -639684
8300 -639684
8400 -639682
8500 -639680
8600 -639676
8700 -639669
8800 -639662
8900 -639655
9000 -639644
9100 -639628
9200 -639608
9300 -639584
9400 -639556
9500 -639529
9600 -639505
9700 -639488
9800 -639481
9900 -639480
10000 -639486
10100 -639495
10200 -639504
10300 -639514
10400 -639523
10500 -639531
10600 -639542
10700 -639552
10800 -639562
10900 -639573
11000 -639586
11100 -639599
11200 -639613
11300 -639626
11400 -639639
11500 -639650
11600 -639657
11700 -639663
11800 -639670
11900 -639676
12000 -639681
12100 -639684
12200 -639685
12300 -639682
12400 -639675
12500 -639662
12600 -639645
12700 -639625
12800 -639607
12900 -639589
13000 -639574
13100 -639564
13200 -639561
13300 -639566
13400 -639576
13500 -639595
13600 -639621
13700 -639650
13800 -639675
13900 -639691
14000 -639699
14100 -639703
