# Time-averaged data for fix myat3
# TimeStep v_myeng
100 -322398
200 -322397
300 -322397
400 -322398
500 -322398
600 -322398
700 -322397
800 -322396
900 -322393
1000 -322391
1100 -322389
1200 -322388
1300 -322388
1400 -322387
1500 -322387
1600 -322387
1700 -322386
1800 -322385
1900 -322385
2000 -322383
2100 -322381
2200 -322380
2300 -322380
2400 -322381
2500 -322384
2600 -322387
2700 -322389
2800 -322391
2900 -322393
3000 -322395
3100 -322397
3200 -322400
3300 -322402
3400 -322403
3500 -322405
3600 -322406
3700 -322407
3800 -322408
3900 -322408
4000 -322408
4100 -322407
4200 -322406
4300 -322404
4400 -322401
4500 -322399
4600 -322397
4700 -322396
4800 -322395
4900 -322394
5000 -322395
5100 -322395
5200 -322397
5300 -322399
5400 -322401
5500 -322403
5600 -322404
5700 -322404
5800 -322405
5900 -322407
6000 -322407
6100 -322408
6200 -322409
6300 -322410
6400 -322412
6500 -322414
6600 -322416
6700 -322416
6800 -322416
6900 -322416
7000 -322415
7100 -322413
7200 -322410
7300 -322409
7400 -322408
7500 -322407
7600 -322406
7700 -322405
7800 -322404
7900 -322402
8000 -322400
8100 -322398
8200 -322397
8300 -322396
8400 -322396
8500 -322396
8600 -322395
8700 -322393
8800 -322392
8900 -322391
9000 -322392
9100 -322392
9200 -322392
9300 -322394
9400 -322396
9500 -322398
9600 -322399
9700 -322400
9800 -322400
9900 -322400
10000 -322401
10100 -322401
10200 -322403
10300 -322403
10400 -322402
10500 -322401
10600 -322400
10700 -322398
10800 -322397
10900 -322395
11000 -322394
11100 -322394
11200 -322394
11300 -322395
11400 -322395
11500 -322396
11600 -322398
11700 -322400
11800 -322402
11900 -322403
12000 -322404
12100 -322405
12200 -322406
12300 -322406
12400 -322406
12500 -322406
12600 -322406
12700 -322406
12800 -322406
12900 -322405
13000 -322403
13100 -322400
13200 -322398
13300 -322396
13400 -322395
13500 -322395
13600 -322396
13700 -322396
13800 -322395
13900 -322395
14000 -322396
14100 -322397
14200 -322398
14300 -322400
14400 -322401
14500 -322403
14600 -322404
14700 -322405
14800 -322405
14900 -322405
15000 -322406
15100 -322406
15200 -322407
15300 -322409
15400 -322411
15500 -322413
15600 -322414
15700 -322414
15800 -322414
15900 -322414
16000 -322413
16100 -322412
16200 -322412
16300 -322411
16400 -322411
16500 -322411
16600 -322412
16700 -322411
16800 -322411
16900 -322411
17000 -322411
17100 -322411
17200 -322410
17300 -322410
17400 -322411
17500 -322410
17600 -322410
17700 -322409
17800 -322408
17900 -322407
18000 -322407
18100 -322406
18200 -322405
18300 -322403
18400 -322401
18500 -322399
18600 -322399
18700 -322399
18800 -322399
18900 -322401
19000 -322402
19100 -322402
19200 -322403
19300 -322403
19400 -322402
19500 -322402
19600 -322401
19700 -322400
19800 -322398
19900 -322395
20000 -322393
20100 -322393
20200 -322393
20300 -322394
20400 -322396
20500 -322398
20600 -322400
20700 -322402
20800 -322404
20900 -322405
21000 -322405
21100 -322405
21200 -322405
21300 -322406
21400 -322407
21500 -322407
21600 -322408
21700 -322409
21800 -322411
21900 -322410
22000 -322409
22100 -322407
22200 -322405
22300 -322403
22400 -322402
22500 -322401
22600 -322400
22700 -322399
22800 -322398
22900 -322396
23000 -322396
23100 -322395
23200 -322394
23300 -322392
23400 -322391
23500 -322391
23600 -322391
23700 -322393
23800 -322395
23900 -322397
24000 -322398
24100 -322400
24200 -322402
24300 -322403
24400 -322403
24500 -322404
24600 -322404
24700 -322403
24800 -322402
24900 -322401
25000 -322400
25100 -322398
25200 -322397
25300 -322395
25400 -322393
25500 -322392
25600 -322390
25700 -322388
25800 -322387
25900 -322387
26000 -322387
26100 -322388
26200 -322389
26300 -322390
26400 -322392
26500 -322394
26600 -322394
26700 -322394
26800 -322393
26900 -322391
27000 -322390
27100 -322388
27200 -322388
27300 -322389
27400 -322389
27500 -322390
27600 -322390
27700 -322391
27800 -322390
27900 -322389
28000 -322387
28100 -322384
28200 -322383
28300 -322383
28400 -322382
28500 -322382
28600 -322382
28700 -322382
28800 -322383
28900 -322384
29000 -322384
29100 -322385
29200 -322385
29300 -322386
29400 -322389
29500 -322391
29600 -322392
29700 -322394
29800 -322396
29900 -322398
30000 -322399
30100 -322400
30200 -322401
30300 -322401
30400 -322402
30500 -322402
30600 -322402
30700 -322402
30800 -322403
30900 -322403
31000 -322405
31100 -322408
31200 -322411
31300 -322412
31400 -322413
31500 -322413
31600 -322413
31700 -322413
31800 -322413
31900 -322413
32000 -322412
32100 -322410
32200 -322409
32300 -322408
32400 -322408
32500 -322407
32600 -322406
32700 -322406
32800 -322407
32900 -322409
33000 -322411
33100 -322413
33200 -322414
33300 -322413
33400 -322413
33500 -322412
33600 -322411
33700 -322410
33800 -322409
33900 -322408
34000 -322407
34100 -322407
34200 -322407
34300 -322406
34400 -322406
34500 -322406
34600 -322406
34700 -322406
34800 -322405
34900 -322403
35000 -322402
35100 -322401
35200 -322400
35300 -322399
35400 -322399
35500 -322398
35600 -322398
35700 -322397
35800 -322395
35900 -322393
36000 -322389
36100 -322387
36200 -322386
36300 -322387
36400 -322389
36500 -322390
36600 -322392
36700 -322394
36800 -322396
36900 -322398
37000 -322398
37100 -322398
37200 -322399
37300 -322400
37400 -322401
37500 -322404
37600 -322405
37700 -322407
37800 -322409
37900 -322410
38000 -322411
38100 -322412
38200 -322413
38300 -322413
38400 -322413
38500 -322414
38600 -322414
38700 -322415
38800 -322416
38900 -322417
39000 -322418
39100 -322419
39200 -322418
39300 -322417
39400 -322415
39500 -322411
39600 -322410
39700 -322409
39800 -322408
39900 -322408
40000 -322408
