171002 -310811.25727132
171004 -310805.56615135
171006 -310787.16120159
171008 -310797.53663616
171010 -310799.17380460
171012 -310805.17561236
171014 -310802.95522751
171016 -310792.63347355
171018 -310800.70601425
171020 -310796.71794996
171022 -310800.80252960
171024 -310804.47349922
171026 -310810.43073655
171028 -310811.26990277
171030 -310795.46203588
171032 -310798.55313404
171034 -310806.85501595
171036 -310800.29424347
171038 -310812.63341277
171040 -310806.61593359
171042 -310811.63145929
171044 -310813.99881753
171046 -310802.30096605
171048 -310785.70810113
171050 -310784.61438851
171052 -310804.63817089
171054 -310809.61387421
171056 -310791.80982188
171058 -310795.57694447
171060 -310801.37559007
171062 -310801.27571880
171064 -310810.57127984
171066 -310806.69579358
171068 -310800.94421684
171070 -310800.64735152
171072 -310792.46287601
171074 -310813.08524186
171076 -310804.57230404
171078 -310789.15703939
171080 -310796.61533773
171082 -310794.01633500
171084 -310807.90719058
171086 -310798.20769698
171088 -310786.96349563
171090 -310813.94771347
171092 -310804.00820283
171094 -310804.61835665
171096 -310812.41799065
171098 -310793.40435263
171100 -310784.64171624
171102 -310788.45178307
171104 -310803.08678769
171106 -310797.99983698
171108 -310793.18533707
171110 -310787.05373401
171112 -310789.13893418
171114 -310815.30069511
171116 -310808.65071745
171118 -310805.08651009
171120 -310801.45753434
171122 -310791.71314244
171124 -310803.62123343
171126 -310805.01646121
171128 -310806.03249034
171130 -310809.88648880
171132 -310798.44551272
171134 -310803.91836324
171136 -310807.92012198
171138 -310802.05550819
171140 -310809.34661479
171142 -310792.26546435
171144 -310797.02951312
171146 -310814.16592612
171148 -310800.27085086
171150 -310796.99869990
171152 -310808.50124407
171154 -310796.68591309
171156 -310803.16560884
171158 -310815.15840577
171160 -310803.34204066
171162 -310805.97647728
171164 -310796.27743580
171166 -310798.78663534
171168 -310800.93930721
171170 -310793.49460417
171172 -310805.00749692
171174 -310782.90622741
171176 -310788.87279360
171178 -310803.50309975
171180 -310788.54551855
171182 -310795.51547019
171184 -310794.42030646
171186 -310788.54555055
171188 -310792.99416882
171190 -310792.39764734
171192 -310787.07722074
171194 -310789.23880105
171196 -310798.37954390
171198 -310788.47766250
171200 -310799.81667017
171202 -310788.98203547
171204 -310791.03287385
171206 -310812.88181678
171208 -310793.57180792
171210 -310807.84803055
171212 -310791.72035691
171214 -310785.28985571
171216 -310822.56205149
171218 -310791.73479810
171220 -310796.74973802
171222 -310817.12961602
171224 -310792.79151464
171226 -310804.46725990
171228 -310790.20368534
171230 -310789.58605538
171232 -310812.20522007
171234 -310794.08620912
171236 -310788.65764759
171238 -310808.69614035
171240 -310803.76404109
171242 -310808.53939288
171244 -310804.88557246
171246 -310797.11271648
171248 -310800.49197641
171250 -310785.65748684
171252 -310793.46680237
171254 -310805.44318836
171256 -310792.21310967
171258 -310805.70817274
171260 -310810.26879047
171262 -310803.96473368
171264 -310817.30884057
171266 -310810.33700640
171268 -310798.30795448
171270 -310803.02584554
171272 -310798.37395467
171274 -310807.87017380
171276 -310824.69513314
171278 -310807.21547685
171280 -310804.48874017
171282 -310796.75101689
171284 -310795.44883088
171286 -310816.66224540
171288 -310802.73534536
171290 -310802.43633522
171292 -310815.60929078
171294 -310802.15184219
171296 -310809.23123400
171298 -310810.01496069
171300 -310812.48434162
171302 -310817.06609387
171304 -310809.69567948
171306 -310811.73818485
171308 -310823.31853173
171310 -310815.57142341
171312 -310799.57940413
171314 -310814.00119924
171316 -310814.28251236
171318 -310812.64705137
171320 -310813.73887267
171322 -310792.18196543
171324 -310794.45027600
171326 -310813.10948538
171328 -310808.30293319
171330 -310804.68269394
171332 -310792.91628046
171334 -310793.30307071
171336 -310800.83809369
171338 -310798.81036053
171340 -310798.70319572
171342 -310787.56992706
171344 -310797.39936720
171346 -310809.02448123
171348 -310804.21880568
171350 -310802.26912246
171352 -310786.67056009
171354 -310788.09996612
171356 -310797.86941259
171358 -310798.37638345
171360 -310797.91974355
171362 -310798.30485867
171364 -310792.59010575
171366 -310805.31456743
171368 -310808.65596186
171370 -310809.00669134
171372 -310803.14812329
171374 -310792.91036462
171376 -310789.98045512
171378 -310800.89070629
171380 -310811.10469176
171382 -310801.10189240
171384 -310786.94374854
171386 -310792.26535077
171388 -310792.80306489
171390 -310804.77313876
171392 -310803.41671648
171394 -310793.66018447
171396 -310809.28717866
171398 -310796.16582163
171400 -310800.94087253
171402 -310809.61460808
171404 -310782.48610197
171406 -310794.23665232
171408 -310808.80246305
171410 -310816.85352566
171412 -310822.89829553
171414 -310802.61523691
171416 -310797.74857560
171418 -310799.46652428
171420 -310803.40046901
171422 -310805.01721641
171424 -310804.06087410
171426 -310801.42630099
171428 -310794.20964557
171430 -310801.77833098
171432 -310811.67488922
171434 -310819.87809182
171436 -310807.99523737
171438 -310788.48792416
171440 -310785.42741865
171442 -310788.17043261
171444 -310799.92990677
171446 -310807.71112368
171448 -310802.52055264
171450 -310808.61003350
171452 -310788.83006303
171454 -310790.56694650
171456 -310810.04679551
171458 -310796.27965687
171460 -310806.24039615
171462 -310801.92892133
171464 -310781.00287258
171466 -310811.42275592
171468 -310794.78655613
171470 -310784.61592403
171472 -310815.63405230
171474 -310789.68461578
171476 -310792.24754550
