# Time-averaged data for fix 1
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
0 50
43 8.5 0.990937 98.3569
44 8.7 1.05567 105.853
45 8.9 1.02105 113.44
46 9.1 1.02242 121.383
47 9.3 1.00004 129.498
48 9.5 1.00575 138.013
49 9.7 0.999803 146.838
50 9.9 0.974876 155.802
33900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.87724 0.219843
6 1.1 4.08283 0.685225
7 1.3 3.40111 1.22627
8 1.5 0.72832 1.38044
9 1.7 1.96425 1.91435
10 1.9 0.660261 2.13847
11 2.1 0.451054 2.32548
12 2.3 0.999019 2.82227
13 2.5 0.532177 3.1349
14 2.7 0.960503 3.793
15 2.9 0.305241 4.03426
16 3.1 0.322463 4.32548
17 3.3 0.7756 5.1192
18 3.5 0.395604 5.57459
19 3.7 0.367318 6.04711
20 3.9 0.739147 7.1035
21 4.1 1.05925 8.77659
22 4.3 1.13229 10.7438
23 4.5 1.13143 12.8965
24 4.7 1.23323 15.4561
25 4.9 1.25612 18.2898
26 5.1 1.18817 21.1934
27 5.3 1.13103 24.1784
28 5.5 1.11457 27.3462
29 5.7 1.06486 30.5967
30 5.9 1.02751 33.9572
31 6.1 0.994315 37.4333
32 6.3 0.947888 40.9679
33 6.5 1.00159 44.9436
34 6.7 0.945394 48.9308
35 6.9 0.961281 53.2305
36 7.1 0.970285 57.8258
37 7.3 0.965183 62.6581
38 7.5 0.98463 67.8615
39 7.7 0.975921 73.2976
40 7.9 0.992873 79.1192
41 8.1 0.991927 85.2334
42 8.3 1.01595 91.8087
43 8.5 1.00235 98.6124
44 8.7 1.04453 106.04
45 8.9 1.01634 113.603
46 9.1 1.0239 121.569
47 9.3 1.01284 129.799
48 9.5 0.985797 138.157
49 9.7 1.00274 147.021
50 9.9 0.988058 156.118
34000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.81721 0.21556
6 1.1 4.08957 0.68237
7 1.3 3.41423 1.22627
8 1.5 0.720558 1.37901
9 1.7 1.98246 1.91863
10 1.9 0.65093 2.1399
11 2.1 0.457294 2.32976
12 2.3 0.994742 2.82512
13 2.5 0.512013 3.12634
14 2.7 0.959147 3.78444
15 2.9 0.315632 4.03426
16 3.1 0.318851 4.32263
17 3.3 0.771719 5.11349
18 3.5 0.399999 5.57459
19 3.7 0.352394 6.02855
20 3.9 0.76304 7.12063
21 4.1 1.06588 8.80657
22 4.3 1.10033 10.7209
23 4.5 1.20925 13.025
24 4.7 1.17723 15.4718
25 4.9 1.26256 18.3241
26 5.1 1.18999 21.2363
27 5.3 1.13052 24.2241
28 5.5 1.09394 27.3376
29 5.7 1.08951 30.6681
30 5.9 1.02911 34.0385
31 6.1 0.972932 37.4447
32 6.3 0.957636 41.0207
33 6.5 0.985807 44.9393
34 6.7 0.9542 48.9693
35 6.9 0.970122 53.3148
36 7.1 0.968314 57.9072
37 7.3 0.953285 62.6867
38 7.5 0.99457 67.95
39 7.7 0.974544 73.3862
40 7.9 0.989283 79.1949
41 8.1 1.00695 85.4104
42 8.3 1.022 92.0343
43 8.5 0.987916 98.7495
44 8.7 1.03223 106.1
45 8.9 1.03176 113.789
46 9.1 1.01641 121.707
47 9.3 1.01088 129.933
48 9.5 0.979194 138.247
49 9.7 1.02987 147.363
50 9.9 0.974123 156.345
34100 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.9029 0.222698
6 1.1 4.10385 0.692363
7 1.3 3.32488 1.22341
8 1.5 0.745544 1.38187
9 1.7 1.96159 1.9172
10 1.9 0.632477 2.13276
11 2.1 0.476677 2.33119
12 2.3 1.01788 2.8394
13 2.5 0.500997 3.1349
14 2.7 0.967021 3.80014
15 2.9 0.296819 4.03569
16 3.1 0.338486 4.34261
17 3.3 0.751644 5.11492
18 3.5 0.421188 5.60171
19 3.7 0.350369 6.05425
20 3.9 0.763039 7.14918
21 4.1 1.0847 8.86938
22 4.3 1.09173 10.7737
23 4.5 1.14706 12.965
24 4.7 1.22348 15.5146
25 4.9 1.26746 18.3854
26 5.1 1.19329 21.3133
27 5.3 1.13565 24.3226
28 5.5 1.06757 27.369
29 5.7 1.07363 30.6595
30 5.9 1.0512 34.1113
31 6.1 0.962666 37.4904
32 6.3 0.977253 41.1492
33 6.5 0.976429 45.0407
34 6.7 0.962499 49.1163
35 6.9 0.973631 53.4889
36 7.1 0.961585 58.0614
37 7.3 0.952219 62.848
38 7.5 0.994128 68.1228
39 7.7 0.968428 73.5389
40 7.9 1.00319 79.4447
41 8.1 1.01101 85.7016
42 8.3 0.99473 92.1656
43 8.5 1.00398 99.0079
44 8.7 1.03593 106.404
45 8.9 1.02353 114.051
46 9.1 1.02618 122.067
47 9.3 0.995473 130.188
48 9.5 0.994582 138.655
49 9.7 1.01013 147.62
50 9.9 0.988568 156.759
34200 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.93488 0.225553
6 1.1 3.98448 0.68237
7 1.3 3.38142 1.22341
8 1.5 0.757626 1.38473
9 1.7 1.93199 1.91292
10 1.9 0.643894 2.13276
11 2.1 0.462135 2.32548
12 2.3 0.993235 2.82227
13 2.5 0.533928 3.13776
14 2.7 0.954941 3.79586
15 2.9 0.301678 4.03569
16 3.1 0.350455 4.35403
17 3.3 0.751693 5.12777
18 3.5 0.406876 5.59886
19 3.7 0.361882 6.06709
20 3.9 0.747778 7.14204
21 4.1 1.07109 8.84368
22 4.3 1.13799 10.8323
23 4.5 1.14428 13.0221
24 4.7 1.19326 15.5132
25 4.9 1.29855 18.4597
26 5.1 1.20278 21.4161
27 5.3 1.11588 24.3783
28 5.5 1.07366 27.4475
29 5.7 1.05405 30.6838
30 5.9 1.04109 34.1085
31 6.1 0.986528 37.5774
32 6.3 0.975132 41.2348
33 6.5 0.961461 45.0735
34 6.7 0.966506 49.1734
35 6.9 0.979195 53.5789
36 7.1 0.950882 58.1085
37 7.3 0.977737 63.0321
38 7.5 0.970066 68.1884
39 7.7 0.975876 73.656
40 7.9 1.01666 79.6517
41 8.1 1.00437 85.8787
42 8.3 0.985941 92.2969
43 8.5 1.00868 99.1834
44 8.7 1.03768 106.605
45 8.9 1.0219 114.254
46 9.1 1.02326 122.261
47 9.3 0.995097 130.394
48 9.5 0.995154 138.881
49 9.7 1.0048 147.814
50 9.9 0.995439 157.034
34300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.74702 0.211278
6 1.1 4.18049 0.690935
7 1.3 3.35207 1.22769
8 1.5 0.750344 1.38758
9 1.7 1.93572 1.9172
10 1.9 0.639222 2.13562
11 2.1 0.472042 2.33262
12 2.3 1.00388 2.83512
13 2.5 0.506962 3.1349
14 2.7 0.947998 3.78872
15 2.9 0.322978 4.04568
16 3.1 0.325061 4.34118
17 3.3 0.751115 5.11492
18 3.5 0.405331 5.58458
19 3.7 0.380345 6.07709
20 3.9 0.726365 7.12206
21 4.1 1.10528 8.87937
22 4.3 1.16732 10.9208
23 4.5 1.09346 13.015
24 4.7 1.22104 15.566
25 4.9 1.26109 18.4297
26 5.1 1.2094 21.4047
27 5.3 1.13168 24.4111
28 5.5 1.07134 27.4761
29 5.7 1.04301 30.6809
30 5.9 1.04809 34.1313
31 6.1 0.976846 37.5689
32 6.3 0.976665 41.2348
33 6.5 0.971798 45.1178
34 6.7 0.969462 49.2334
35 6.9 0.963224 53.5703
36 7.1 0.958536 58.1399
37 7.3 0.975287 63.055
38 7.5 0.984081 68.2898
39 7.7 0.976145 73.763
40 7.9 1.00209 79.6774
41 8.1 1.00153 85.8915
42 8.3 0.995044 92.374
43 8.5 1.01563 99.3133
44 8.7 1.03848 106.747
45 8.9 1.01482 114.348
46 9.1 1.01354 122.286
47 9.3 0.993111 130.408
48 9.5 1.00359 138.974
49 9.7 1.00547 147.92
50 9.9 0.997601 157.166
34400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.76402 0.212705
6 1.1 4.17813 0.692363
7 1.3 3.35909 1.23055
8 1.5 0.703051 1.38044
9 1.7 1.95549 1.91577
10 1.9 0.63051 2.13133
11 2.1 0.468357 2.32691
12 2.3 0.983361 2.81941
13 2.5 0.528391 3.13205
14 2.7 0.957807 3.793
15 2.9 0.294103 4.02712
16 3.1 0.354697 4.34975
17 3.3 0.774237 5.14775
18 3.5 0.376782 5.58458
19 3.7 0.362502 6.05425
20 3.9 0.758683 7.14632
21 4.1 1.07325 8.85368
22 4.3 1.13566 10.8408
23 4.5 1.14052 13.0264
24 4.7 1.2306 15.5989
25 4.9 1.23022 18.394
26 5.1 1.218 21.3919
27 5.3 1.1536 24.4582
28 5.5 1.04979 27.4632
29 5.7 1.05636 30.7109
30 5.9 1.03103 34.1071
31 6.1 0.979133 37.5546
32 6.3 0.956349 41.1463
33 6.5 0.991246 45.1092
34 6.7 0.986056 49.2976
35 6.9 0.961096 53.6274
36 7.1 0.968171 58.2455
37 7.3 0.969075 63.132
38 7.5 0.984867 68.374
39 7.7 0.964144 73.783
40 7.9 0.996446 79.6674
41 8.1 1.01223 85.9515
42 8.3 1.01244 92.551
43 8.5 1.00357 99.4118
44 8.7 1.0359 106.831
45 8.9 1.01558 114.443
46 9.1 0.993843 122.23
47 9.3 1.01767 130.558
48 9.5 0.991322 139.024
49 9.7 0.998809 147.916
50 9.9 1.01782 157.355
34500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.79945 0.21556
6 1.1 4.07622 0.683797
7 1.3 3.39271 1.22769
8 1.5 0.716015 1.38044
9 1.7 1.92306 1.90721
10 1.9 0.659345 2.13276
11 2.1 0.464661 2.32691
12 2.3 0.99132 2.8237
13 2.5 0.501552 3.12063
14 2.7 0.967573 3.78872
15 2.9 0.306473 4.03283
16 3.1 0.324684 4.32834
17 3.3 0.777928 5.13062
18 3.5 0.398708 5.59315
19 3.7 0.357881 6.0571
20 3.9 0.751292 7.13919
21 4.1 1.06095 8.82798
22 4.3 1.14476 10.8323
23 4.5 1.17706 13.0892
24 4.7 1.2169 15.6345
25 4.9 1.20939 18.384
26 5.1 1.24915 21.4604
27 5.3 1.10782 24.4069
28 5.5 1.07907 27.4975
29 5.7 1.05526 30.7438
30 5.9 1.01482 34.0885
31 6.1 0.985437 37.5603
32 6.3 0.98161 41.2491
33 6.5 0.984945 45.1892
34 6.7 0.983788 49.3704
35 6.9 0.966224 53.7259
36 7.1 0.946058 58.2413
37 7.3 0.97274 63.1492
38 7.5 1.00117 68.4811
39 7.7 0.975776 73.9586
40 7.9 0.966619 79.6702
41 8.1 1.01117 85.9515
42 8.3 1.01643 92.581
43 8.5 1.00715 99.4704
44 8.7 1.03269 106.871
45 8.9 1.0184 114.508
46 9.1 1.00199 122.364
47 9.3 1.00224 130.571
48 9.5 0.994239 139.066
49 9.7 1.00094 147.983
50 9.9 0.996444 157.229
34600 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.92662 0.225553
6 1.1 3.91119 0.675232
7 1.3 3.44308 1.22769
8 1.5 0.708694 1.37901
9 1.7 1.95259 1.91435
10 1.9 0.650421 2.13704
11 2.1 0.454008 2.32691
12 2.3 1.01321 2.83512
13 2.5 0.508334 3.13633
14 2.7 0.937795 3.78444
15 2.9 0.322317 4.0414
16 3.1 0.324395 4.3369
17 3.3 0.763408 5.12491
18 3.5 0.398354 5.58744
19 3.7 0.371865 6.06995
20 3.9 0.722897 7.11206
21 4.1 1.09585 8.85796
22 4.3 1.14538 10.8651
23 4.5 1.18494 13.1392
24 4.7 1.20491 15.6617
25 4.9 1.21271 18.4211
26 5.1 1.22372 21.4375
27 5.3 1.11971 24.4183
28 5.5 1.08906 27.5403
29 5.7 1.03624 30.7309
30 5.9 1.01176 34.0685
31 6.1 0.994278 37.5746
32 6.3 0.984913 41.2791
33 6.5 0.995837 45.2662
34 6.7 0.971505 49.399
35 6.9 0.959354 53.7273
36 7.1 0.940437 58.2198
37 7.3 0.990817 63.2234
38 7.5 0.997332 68.5396
39 7.7 0.978466 74.0371
40 7.9 0.968416 79.7645
41 8.1 1.00132 85.99
42 8.3 1.01509 92.6167
43 8.5 1.0148 99.5646
44 8.7 1.02103 106.888
45 8.9 1.02415 114.575
46 9.1 1.0122 122.518
47 9.3 0.999264 130.708
48 9.5 0.995526 139.222
49 9.7 0.987721 148.029
50 9.9 0.998787 157.305
34700 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.85209 0.219843
6 1.1 4.08438 0.689507
7 1.3 3.35359 1.22769
8 1.5 0.735322 1.38473
9 1.7 1.93667 1.91577
10 1.9 0.629477 2.13133
11 2.1 0.471002 2.32834
12 2.3 0.981749 2.82084
13 2.5 0.534751 3.13776
14 2.7 0.952106 3.79586
15 2.9 0.313315 4.04568
16 3.1 0.333746 4.34975
17 3.3 0.750844 5.12491
18 3.5 0.415502 5.60742
19 3.7 0.339907 6.04854
20 3.9 0.749518 7.12919
21 4.1 1.09299 8.87081
22 4.3 1.13868 10.8665
23 4.5 1.15947 13.0921
24 4.7 1.21495 15.636
25 4.9 1.25455 18.4911
26 5.1 1.19863 21.4461
27 5.3 1.12758 24.4483
28 5.5 1.09288 27.5817
29 5.7 1.01707 30.7138
30 5.9 1.01636 34.0671
31 6.1 0.988457 37.5532
32 6.3 0.991211 41.2819
33 6.5 0.99996 45.2862
34 6.7 0.96263 49.3819
35 6.9 0.951928 53.6774
36 7.1 0.958218 58.2555
37 7.3 1.00677 63.3405
38 7.5 0.954869 68.4311
39 7.7 1.00727 74.0914
40 7.9 0.959818 79.7687
41 8.1 1.00415 86.0128
42 8.3 1.00597 92.581
43 8.5 1.02674 99.6117
44 8.7 1.00893 106.849
45 8.9 1.0432 114.681
46 9.1 1.01168 122.621
47 9.3 0.985699 130.701
48 9.5 0.994703 139.209
49 9.7 1.00165 148.141
50 9.9 0.98357 157.278
34800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.03882 0.234118
6 1.1 3.87529 0.679515
7 1.3 3.39978 1.22484
8 1.5 0.715629 1.37759
9 1.7 1.93244 1.90721
10 1.9 0.66316 2.13419
11 2.1 0.454166 2.32405
12 2.3 1.00502 2.82798
13 2.5 0.522971 3.13776
14 2.7 0.944321 3.79015
15 2.9 0.320638 4.04568
16 3.1 0.31667 4.33405
17 3.3 0.759523 5.11777
18 3.5 0.399722 5.58173
19 3.7 0.364291 6.05425
20 3.9 0.737018 7.11635
21 4.1 1.10251 8.87223
22 4.3 1.16044 10.9051
23 4.5 1.11169 13.0378
24 4.7 1.23329 15.6188
25 4.9 1.27652 18.5225
26 5.1 1.23052 21.5546
27 5.3 1.10132 24.4854
28 5.5 1.06802 27.546
29 5.7 1.0213 30.6895
30 5.9 1.03246 34.0942
31 6.1 0.978426 37.5432
32 6.3 0.987534 41.2562
33 6.5 1.00617 45.2834
34 6.7 0.944652 49.3005
35 6.9 0.960638 53.6331
36 7.1 0.965576 58.2441
37 7.3 0.979568 63.1892
38 7.5 0.990446 68.4668
39 7.7 0.985924 74.0043
40 7.9 0.976238 79.7759
41 8.1 0.993169 85.9486
42 8.3 0.996416 92.4511
43 8.5 1.01703 99.4118
44 8.7 1.03214 106.812
45 8.9 1.03498 114.578
46 9.1 1.0171 122.557
47 9.3 0.998219 130.735
48 9.5 0.993201 139.226
49 9.7 0.998956 148.13
50 9.9 0.98053 157.233
34900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.9457 0.226981
6 1.1 4.0237 0.689507
7 1.3 3.37254 1.23055
8 1.5 0.708828 1.38187
9 1.7 1.95296 1.9172
10 1.9 0.633864 2.13419
11 2.1 0.471165 2.33119
12 2.3 0.990627 2.82798
13 2.5 0.542165 3.14918
14 2.7 0.942104 3.80014
15 2.9 0.302677 4.0414
16 3.1 0.324457 4.3369
17 3.3 0.760785 5.12206
18 3.5 0.404578 5.59172
19 3.7 0.334522 6.0257
20 3.9 0.764633 7.12777
21 4.1 1.07813 8.84511
22 4.3 1.14233 10.8465
23 4.5 1.17475 13.1006
24 4.7 1.2256 15.666
25 4.9 1.27004 18.5553
26 5.1 1.20947 21.536
27 5.3 1.1049 24.4768
28 5.5 1.06088 27.5175
29 5.7 1.04247 30.7266
30 5.9 1.00805 34.0514
31 6.1 1.02362 37.6602
32 6.3 0.952453 41.242
33 6.5 0.995312 45.2263
34 6.7 0.972024 49.3605
35 6.9 0.94561 53.626
36 7.1 0.95526 58.1884
37 7.3 0.999486 63.2348
38 7.5 0.983056 68.4739
39 7.7 0.965945 73.9001
40 7.9 1.0094 79.8687
41 8.1 0.978772 85.9529
42 8.3 1.00654 92.5225
43 8.5 1.00332 99.3904
44 8.7 1.02938 106.772
45 8.9 1.04489 114.614
46 9.1 1.01912 122.61
47 9.3 0.997537 130.784
48 9.5 0.991874 139.265
49 9.7 0.999918 148.178
50 9.9 0.989136 157.363
35000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.92757 0.225553
6 1.1 4.01182 0.686652
7 1.3 3.3819 1.22912
8 1.5 0.7223 1.3833
9 1.7 1.94801 1.9172
10 1.9 0.629779 2.13276
11 2.1 0.45757 2.32405
12 2.3 1.00784 2.82941
13 2.5 0.520549 3.13776
14 2.7 0.964961 3.80443
15 2.9 0.284805 4.03141
16 3.1 0.324501 4.32691
17 3.3 0.774723 5.12634
18 3.5 0.394793 5.58458
19 3.7 0.342271 6.02855
20 3.9 0.722141 7.06924
21 4.1 1.10069 8.82227
22 4.3 1.17916 10.8879
23 4.5 1.20691 13.2034
24 4.7 1.16846 15.6488
25 4.9 1.27649 18.5525
26 5.1 1.22064 21.5603
27 5.3 1.11256 24.5211
28 5.5 1.05804 27.5532
29 5.7 1.03055 30.7252
30 5.9 1.01642 34.0771
31 6.1 1.0189 37.6688
32 6.3 0.950304 41.242
33 6.5 0.9983 45.2377
34 6.7 0.960071 49.3205
35 6.9 0.965362 53.6745
36 7.1 0.943432 58.1799
37 7.3 1.00443 63.2505
38 7.5 0.974348 68.4425
39 7.7 0.966076 73.8687
40 7.9 0.989737 79.7202
41 8.1 0.993145 85.8929
42 8.3 1.01236 92.4996
43 8.5 1.00345 99.3676
44 8.7 1.02992 106.752
45 8.9 1.03495 114.518
46 9.1 1.02836 122.585
47 9.3 0.997149 130.755
48 9.5 0.985997 139.185
49 9.7 1.00149 148.111
50 9.9 0.99173 157.319
35100 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.81522 0.216988
6 1.1 4.08463 0.686652
7 1.3 3.38048 1.22912
8 1.5 0.695256 1.37759
9 1.7 1.96802 1.9172
10 1.9 0.64619 2.13847
11 2.1 0.453964 2.32834
12 2.3 1.02165 2.84083
13 2.5 0.508285 3.14204
14 2.7 0.939771 3.79158
15 2.9 0.29901 4.02998
16 3.1 0.330632 4.33119
17 3.3 0.759186 5.11492
18 3.5 0.415527 5.59743
19 3.7 0.326726 6.02141
20 3.9 0.73273 7.0778
21 4.1 1.11366 8.85225
22 4.3 1.13631 10.8437
23 4.5 1.21384 13.1734
24 4.7 1.19184 15.6688
25 4.9 1.28599 18.5953
26 5.1 1.2016 21.5575
27 5.3 1.13408 24.5767
28 5.5 1.02622 27.5189
29 5.7 1.07416 30.8266
30 5.9 1.01296 34.1685
31 6.1 0.987707 37.6517
32 6.3 0.954459 41.242
33 6.5 0.995029 45.2263
34 6.7 0.96101 49.3148
35 6.9 0.978878 53.7316
36 7.1 0.927199 58.1613
37 7.3 1.01757 63.3005
38 7.5 0.969387 68.4682
39 7.7 0.959572 73.8601
40 7.9 0.985459 79.6888
41 8.1 1.00581 85.9429
42 8.3 1.00931 92.5325
43 8.5 1.0145 99.4789
44 8.7 1.01715 106.775
45 8.9 1.03851 114.571
46 9.1 1.02411 122.608
47 9.3 0.996905 130.779
48 9.5 0.9971 139.308
49 9.7 0.988587 148.123
50 9.9 0.998076 157.393
35200 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.9623 0.228408
6 1.1 4.03349 0.692363
7 1.3 3.34367 1.22912
8 1.5 0.701685 1.37901
9 1.7 1.9673 1.91863
10 1.9 0.645954 2.1399
11 2.1 0.446975 2.32691
12 2.3 1.0099 2.83369
13 2.5 0.505692 3.13348
14 2.7 0.966269 3.80157
15 2.9 0.30069 4.0414
16 3.1 0.321113 4.33405
17 3.3 0.758909 5.11777
18 3.5 0.396942 5.57887
19 3.7 0.336504 6.0157
20 3.9 0.771066 7.12777
21 4.1 1.07833 8.84654
22 4.3 1.15218 10.8665
23 4.5 1.19258 13.1563
24 4.7 1.20708 15.6845
25 4.9 1.3012 18.6467
26 5.1 1.19305 21.5889
27 5.3 1.1208 24.5739
28 5.5 1.03929 27.5546
29 5.7 1.06913 30.848
30 5.9 0.998749 34.1442
31 6.1 0.98856 37.6317
32 6.3 0.973838 41.2962
33 6.5 0.982549 45.232
34 6.7 0.983133 49.4161
35 6.9 0.950689 53.7074
36 7.1 0.946575 58.2313
37 7.3 1.00279 63.2976
38 7.5 0.957255 68.4026
39 7.7 0.975984 73.8887
40 7.9 0.983652 79.7088
41 8.1 1.01302 86.01
42 8.3 1.00129 92.5496
43 8.5 1.01434 99.4975
44 8.7 1.03468 106.922
45 8.9 1.02672 114.632
46 9.1 1.01882 122.631
47 9.3 1.00873 130.902
48 9.5 0.982054 139.305
49 9.7 1.00599 148.278
50 9.9 0.980812 157.392
35300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.90848 0.224126
6 1.1 3.94896 0.678087
7 1.3 3.43463 1.22912
8 1.5 0.728847 1.38473
9 1.7 1.95285 1.92006
10 1.9 0.633827 2.13704
11 2.1 0.457481 2.32834
12 2.3 1.03611 2.84797
13 2.5 0.484306 3.1349
14 2.7 0.966841 3.803
15 2.9 0.297287 4.03997
16 3.1 0.336977 4.3469
17 3.3 0.731695 5.10207
18 3.5 0.42177 5.59172
19 3.7 0.331202 6.02141
20 3.9 0.742801 7.09208
21 4.1 1.10406 8.85082
22 4.3 1.19686 10.9479
23 4.5 1.15683 13.1677
24 4.7 1.23576 15.7545
25 4.9 1.25052 18.5996
26 5.1 1.20998 21.5817
27 5.3 1.10859 24.5325
28 5.5 1.0653 27.586
29 5.7 1.06142 30.8537
30 5.9 1.00627 34.1727
31 6.1 0.97376 37.606
32 6.3 0.990357 41.3305
33 6.5 0.961735 45.1806
34 6.7 0.969283 49.3034
35 6.9 0.964227 53.6531
36 7.1 0.953113 58.2056
37 7.3 0.996885 63.2391
38 7.5 0.955947 68.334
39 7.7 0.979866 73.8387
40 7.9 0.985201 79.6645
41 8.1 1.02166 86.0157
42 8.3 0.988327 92.4668
43 8.5 1.01765 99.4333
44 8.7 1.04047 106.895
45 8.9 1.01858 114.54
46 9.1 1.02943 122.617
47 9.3 0.996609 130.784
48 9.5 0.986475 139.219
49 9.7 1.00899 148.214
50 9.9 0.982162 157.335
35400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.91096 0.224126
6 1.1 4.00204 0.683797
7 1.3 3.36631 1.22341
8 1.5 0.756238 1.38473
9 1.7 1.97536 1.92577
10 1.9 0.60098 2.13133
11 2.1 0.464705 2.32548
12 2.3 1.00281 2.82798
13 2.5 0.520892 3.13633
14 2.7 0.951124 3.793
15 2.9 0.320841 4.04854
16 3.1 0.321577 4.34118
17 3.3 0.755853 5.12063
18 3.5 0.386439 5.56888
19 3.7 0.357915 6.03283
20 3.9 0.718653 7.06781
21 4.1 1.11397 8.84083
22 4.3 1.15629 10.8651
23 4.5 1.21961 13.2034
24 4.7 1.21974 15.7545
25 4.9 1.25284 18.6024
26 5.1 1.21739 21.6003
27 5.3 1.10202 24.531
28 5.5 1.06571 27.5832
29 5.7 1.05258 30.8208
30 5.9 1.01839 34.177
31 6.1 0.980668 37.6317
32 6.3 0.977904 41.3062
33 6.5 0.968622 45.1806
34 6.7 0.962383 49.2705
35 6.9 0.959664 53.596
36 7.1 0.945849 58.1099
37 7.3 0.980756 63.0578
38 7.5 0.982765 68.2912
39 7.7 0.959337 73.6759
40 7.9 0.992564 79.5403
41 8.1 1.00782 85.8001
42 8.3 1.01062 92.3911
43 8.5 1.01246 99.3162
44 8.7 1.04455 106.801
45 8.9 1.02383 114.478
46 9.1 1.01374 122.425
47 9.3 0.998678 130.602
48 9.5 0.996338 139.115
49 9.7 1.00728 148.087
50 9.9 0.982691 157.205
35500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.91155 0.224126
6 1.1 4.04014 0.68808
7 1.3 3.35809 1.22627
8 1.5 0.769779 1.39044
9 1.7 1.93927 1.92148
10 1.9 0.638671 2.1399
11 2.1 0.437459 2.32263
12 2.3 1.00871 2.82798
13 2.5 0.53547 3.1449
14 2.7 0.965794 3.81156
15 2.9 0.283258 4.03712
16 3.1 0.345177 4.35118
17 3.3 0.740776 5.11492
18 3.5 0.400058 5.57887
19 3.7 0.353581 6.03712
20 3.9 0.740611 7.1035
21 4.1 1.09356 8.84368
22 4.3 1.15816 10.8708
23 4.5 1.19454 13.1606
24 4.7 1.21931 15.7102
25 4.9 1.27382 18.6053
26 5.1 1.23677 21.6502
27 5.3 1.09419 24.5596
28 5.5 1.05845 27.5903
29 5.7 1.06208 30.8565
30 5.9 0.991731 34.1242
31 6.1 0.999512 37.6445
32 6.3 0.970123 41.2891
33 6.5 0.977386 45.1977
34 6.7 0.94578 49.2163
35 6.9 0.963978 53.5603
36 7.1 0.9613 58.147
37 7.3 0.977276 63.0764
38 7.5 0.974921 68.267
39 7.7 0.978356 73.7573
40 7.9 0.987691 79.5917
41 8.1 0.993312 85.7602
42 8.3 1.00294 92.2998
43 8.5 1.01977 99.2734
44 8.7 1.03758 106.707
45 8.9 1.03718 114.483
46 9.1 1.00666 122.373
47 9.3 1.00708 130.617
48 9.5 0.992196 139.092
49 9.7 1.00444 148.037
50 9.9 0.981198 157.139
35600 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.91506 0.224126
6 1.1 4.0699 0.690935
7 1.3 3.36213 1.22912
8 1.5 0.723793 1.3833
9 1.7 1.93116 1.91149
10 1.9 0.643619 2.13133
11 2.1 0.461937 2.32405
12 2.3 0.984251 2.81656
13 2.5 0.548189 3.14061
14 2.7 0.962815 3.80443
15 2.9 0.285394 4.03141
16 3.1 0.345593 4.34547
17 3.3 0.736122 5.1035
18 3.5 0.417793 5.58744
19 3.7 0.349596 6.03997
20 3.9 0.732568 7.0935
21 4.1 1.11554 8.86652
22 4.3 1.1522 10.8808
23 4.5 1.12589 13.0364
24 4.7 1.2365 15.6188
25 4.9 1.32001 18.6153
26 5.1 1.19588 21.556
27 5.3 1.10411 24.4882
28 5.5 1.05174 27.4961
29 5.7 1.08241 30.8208
30 5.9 1.01028 34.1456
31 6.1 0.978396 37.5874
32 6.3 0.978519 41.2591
33 6.5 0.971771 45.1406
34 6.7 0.963401 49.2291
35 6.9 0.949596 53.5032
36 7.1 0.951972 58.04
37 7.3 0.986386 63.0093
38 7.5 0.974751 68.1927
39 7.7 0.972657 73.6445
40 7.9 0.988637 79.4775
41 8.1 0.987603 85.6031
42 8.3 0.991656 92.0614
43 8.5 1.03061 99.1006
44 8.7 1.04222 106.558
45 8.9 1.02965 114.268
