# Time-averaged data for fix 1
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
0 50
3 0.5 0 0
4 0.7 0 0
5 0.9 3.06435 0.228408
6 1.1 4.03122 0.67666
7 1.3 3.41286 1.20628
8 1.5 0.815725 1.37473
9 1.7 1.87895 1.87295
10 1.9 0.745805 2.11991
11 2.1 0.487079 2.31692
12 2.3 0.971118 2.78801
13 2.5 0.595352 3.12919
14 2.7 0.924803 3.74732
15 2.9 0.333266 4.00428
16 3.1 0.340277 4.30407
17 3.3 0.786483 5.08922
18 3.5 0.404259 5.54318
19 3.7 0.392462 6.03569
20 3.9 0.71981 7.03926
21 4.1 1.02931 8.62527
22 4.3 1.18429 10.6324
23 4.5 1.21751 12.8922
24 4.7 1.15841 15.2377
25 4.9 1.21694 17.9158
26 5.1 1.22158 20.828
27 5.3 1.12836 23.733
28 5.5 1.0442 26.6281
29 5.7 1.05994 29.7844
30 5.9 1.02286 33.0478
31 6.1 0.994569 36.4397
32 6.3 0.978345 39.9986
33 6.5 0.991327 43.8373
34 6.7 0.96079 47.7901
35 6.9 0.937964 51.8829
36 7.1 0.953228 56.2869
37 7.3 0.959881 60.975
38 7.5 0.956725 65.9072
39 7.7 0.982546 71.2463
40 7.9 0.972114 76.8066
41 8.1 0.98453 82.7266
42 8.3 1.03081 89.2348
43 8.5 1.01457 95.9529
44 8.7 1.03205 103.112
45 8.9 1.02886 110.581
46 9.1 1.02552 118.364
47 9.3 1.00458 126.327
48 9.5 0.989823 134.514
49 9.7 1.00472 143.178
50 9.9 0.975345 151.939
6800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.06477 0.228408
6 1.1 4.03178 0.67666
7 1.3 3.39493 1.20343
8 1.5 0.822751 1.3733
9 1.7 1.9169 1.88151
10 1.9 0.702792 2.1142
11 2.1 0.511857 2.3212
12 2.3 0.962422 2.78801
13 2.5 0.602908 3.13348
14 2.7 0.931338 3.75589
15 2.9 0.32035 4.00286
16 3.1 0.345186 4.30692
17 3.3 0.769429 5.07495
18 3.5 0.409401 5.53462
19 3.7 0.391378 6.0257
20 3.9 0.712741 7.01927
21 4.1 1.03038 8.60671
22 4.3 1.22236 10.6781
23 4.5 1.17537 12.8594
24 4.7 1.18043 15.2491
25 4.9 1.221 17.9358
26 5.1 1.21935 20.8423
27 5.3 1.10634 23.6902
28 5.5 1.05309 26.6096
29 5.7 1.06009 29.7659
30 5.9 1.02614 33.0393
31 6.1 1.00601 36.4697
32 6.3 0.968667 39.9929
33 6.5 0.971922 43.7559
34 6.7 0.966822 47.733
35 6.9 0.943656 51.8501
36 7.1 0.930801 56.1499
37 7.3 0.97463 60.9094
38 7.5 0.981505 65.9686
39 7.7 0.964552 71.2091
40 7.9 0.974245 76.7809
41 8.1 1.0039 82.8166
42 8.3 1.01512 89.2248
43 8.5 1.02182 95.99
44 8.7 1.01923 103.059
45 8.9 1.03844 110.597
46 9.1 1.01964 118.334
47 9.3 1.01318 126.364
48 9.5 0.991513 134.564
49 9.7 0.993435 143.129
50 9.9 0.979771 151.929
6900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.18273 0.236974
6 1.1 3.9585 0.67666
7 1.3 3.41658 1.20628
8 1.5 0.782011 1.36759
9 1.7 1.93489 1.88009
10 1.9 0.720723 2.11849
11 2.1 0.49821 2.31977
12 2.3 0.942716 2.77659
13 2.5 0.608469 3.12491
14 2.7 0.927948 3.74447
15 2.9 0.318801 3.99001
16 3.1 0.345514 4.29408
17 3.3 0.773024 5.06495
18 3.5 0.421244 5.53747
19 3.7 0.401999 6.0414
20 3.9 0.693944 7.00785
21 4.1 1.05177 8.6267
22 4.3 1.18389 10.631
23 4.5 1.18111 12.8208
24 4.7 1.17591 15.1991
25 4.9 1.22346 17.8887
26 5.1 1.22531 20.8066
27 5.3 1.0974 23.6288
28 5.5 1.05977 26.5639
29 5.7 1.08941 29.8044
30 5.9 1.00024 32.9921
31 6.1 1.01912 36.464
32 6.3 0.977839 40.0171
33 6.5 0.948119 43.6845
34 6.7 0.96531 47.6517
35 6.9 0.946519 51.7773
36 7.1 0.940966 56.1199
37 7.3 0.983165 60.9165
38 7.5 0.956381 65.8415
39 7.7 0.993347 71.2334
40 7.9 0.956433 76.6981
41 8.1 1.00462 82.7323
42 8.3 1.00772 89.0878
43 8.5 1.0338 95.9258
44 8.7 1.01731 102.975
45 8.9 1.02152 110.383
46 9.1 1.04302 118.29
47 9.3 1.00134 126.218
48 9.5 1.00006 134.481
49 9.7 0.989739 143.006
50 9.9 0.983089 151.827
7000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.29935 0.245539
6 1.1 3.8061 0.668094
7 1.3 3.45507 1.20343
8 1.5 0.823929 1.3733
9 1.7 1.89807 1.8758
10 1.9 0.725386 2.11563
11 2.1 0.487843 2.31263
12 2.3 1.00212 2.798
13 2.5 0.586306 3.13348
14 2.7 0.93481 3.75732
15 2.9 0.309682 3.99572
16 3.1 0.352171 4.3055
17 3.3 0.781988 5.08494
18 3.5 0.418899 5.5546
19 3.7 0.373708 6.02284
20 3.9 0.706583 7.00642
21 4.1 1.06712 8.64811
22 4.3 1.16252 10.6153
23 4.5 1.13314 12.7152
24 4.7 1.18918 15.1192
25 4.9 1.24808 17.8615
26 5.1 1.2187 20.7623
27 5.3 1.1057 23.6046
28 5.5 1.07729 26.5867
29 5.7 1.06208 29.7445
30 5.9 1.01506 32.9779
31 6.1 1.01625 36.4383
32 6.3 0.97477 39.9786
33 6.5 0.948943 43.6474
34 6.7 0.964382 47.6089
35 6.9 0.942057 51.7131
36 7.1 0.943892 56.0671
37 7.3 0.982758 60.8594
38 7.5 0.96932 65.8487
39 7.7 0.995139 71.2477
40 7.9 0.958641 76.7223
41 8.1 1.00486 82.7552
42 8.3 1.01907 89.1792
43 8.5 1.01918 95.9172
44 8.7 1.01924 102.976
45 8.9 1.01551 110.337
46 9.1 1.03937 118.213
47 9.3 1.01192 126.221
48 9.5 0.988783 134.387
49 9.7 0.999997 142.996
50 9.9 0.979581 151.782
7100 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.20432 0.238401
6 1.1 3.97435 0.679515
7 1.3 3.38229 1.20343
8 1.5 0.858784 1.38044
9 1.7 1.86623 1.87438
10 1.9 0.738543 2.11849
11 2.1 0.487978 2.31549
12 2.3 0.964064 2.7823
13 2.5 0.603937 3.12777
14 2.7 0.926509 3.7459
15 2.9 0.322752 3.99429
16 3.1 0.347398 4.29979
17 3.3 0.769309 5.06638
18 3.5 0.439392 5.55889
19 3.7 0.360135 6.00999
20 3.9 0.713958 7.00357
21 4.1 1.09062 8.68094
22 4.3 1.10546 10.551
23 4.5 1.15888 12.6981
24 4.7 1.18386 15.0906
25 4.9 1.27897 17.9001
26 5.1 1.19984 20.7552
27 5.3 1.12044 23.6345
28 5.5 1.05644 26.5582
29 5.7 1.09504 29.813
30 5.9 1.00547 33.015
31 6.1 1.01863 36.4825
32 6.3 0.955773 39.9529
33 6.5 0.958069 43.656
34 6.7 0.959433 47.596
35 6.9 0.938711 51.6845
36 7.1 0.950034 56.0657
37 7.3 0.96868 60.788
38 7.5 0.981238 65.8373
39 7.7 0.983043 71.1692
40 7.9 0.960655 76.6538
41 8.1 1.0137 82.738
42 8.3 1.02569 89.202
43 8.5 1.01471 95.9086
44 8.7 1.01395 102.929
45 8.9 1.01657 110.296
46 9.1 1.04248 118.193
47 9.3 1.00426 126.138
48 9.5 0.996836 134.368
49 9.7 0.998945 142.966
50 9.9 0.975074 151.709
7200 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.06774 0.228408
6 1.1 3.97141 0.669522
7 1.3 3.4811 1.20914
8 1.5 0.837388 1.38187
9 1.7 1.90258 1.8858
10 1.9 0.686208 2.11278
11 2.1 0.494684 2.31263
12 2.3 0.981028 2.78801
13 2.5 0.610972 3.13776
14 2.7 0.9301 3.75874
15 2.9 0.311392 3.99857
16 3.1 0.348763 4.3055
17 3.3 0.763015 5.06638
18 3.5 0.461975 5.58458
19 3.7 0.324565 5.99143
20 3.9 0.743156 7.02641
21 4.1 1.049 8.64097
22 4.3 1.10464 10.5111
23 4.5 1.17881 12.6966
24 4.7 1.20628 15.1363
25 4.9 1.22088 17.8201
26 5.1 1.24271 20.7794
27 5.3 1.13405 23.6959
28 5.5 1.05566 26.6196
29 5.7 1.08751 29.8544
30 5.9 1.00966 33.0721
31 6.1 1.00656 36.5011
32 6.3 0.968818 40.0214
33 6.5 0.935217 43.6388
34 6.7 0.963935 47.6003
35 6.9 0.937363 51.6859
36 7.1 0.952425 56.0814
37 7.3 0.986106 60.8922
38 7.5 0.959445 65.833
39 7.7 0.977582 71.1392
40 7.9 0.991177 76.8023
41 8.1 1.00344 82.8294
42 8.3 1.01678 89.242
43 8.5 1.00921 95.9172
44 8.7 1.02433 103.015
45 8.9 1.0235 110.437
46 9.1 1.0387 118.311
47 9.3 0.992525 126.17
48 9.5 1.01856 134.585
49 9.7 0.981136 143.036
50 9.9 0.988514 151.906
7300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.87553 0.214133
6 1.1 4.15066 0.675232
7 1.3 3.43448 1.20771
8 1.5 0.809571 1.37473
9 1.7 1.89149 1.8758
10 1.9 0.703354 2.10849
11 2.1 0.501668 2.31121
12 2.3 0.995593 2.79372
13 2.5 0.59591 3.1349
14 2.7 0.92567 3.75303
15 2.9 0.3169 3.99714
16 3.1 0.330865 4.28837
17 3.3 0.767182 5.05353
18 3.5 0.455537 5.5646
19 3.7 0.339314 5.99001
20 3.9 0.733809 7.01213
21 4.1 1.06459 8.65096
22 4.3 1.10362 10.5196
23 4.5 1.16168 12.6738
24 4.7 1.21384 15.1292
25 4.9 1.24535 17.8672
26 5.1 1.20414 20.7352
27 5.3 1.15939 23.7173
28 5.5 1.07197 26.6867
29 5.7 1.08157 29.9044
30 5.9 1.00636 33.1121
31 6.1 0.990056 36.4854
32 6.3 0.94941 39.9358
33 6.5 0.976759 43.7145
34 6.7 0.931475 47.5432
35 6.9 0.966679 51.7573
36 7.1 0.933092 56.0642
37 7.3 0.97424 60.818
38 7.5 0.967323 65.8001
39 7.7 0.990042 71.1749
40 7.9 0.987016 76.8151
41 8.1 1.01468 82.9108
42 8.3 1.00553 89.2534
43 8.5 1.00408 95.8958
44 8.7 1.02375 102.991
45 8.9 1.02215 110.404
46 9.1 1.04116 118.298
47 9.3 1.00642 126.268
48 9.5 1.0082 134.6
49 9.7 0.989425 143.123
50 9.9 0.980396 151.921
7400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.13912 0.234118
6 1.1 3.97753 0.67666
7 1.3 3.42005 1.20771
8 1.5 0.842882 1.38187
9 1.7 1.89398 1.88437
10 1.9 0.710899 2.11991
11 2.1 0.469156 2.30978
12 2.3 1.0029 2.79657
13 2.5 0.575086 3.12634
14 2.7 0.943471 3.75732
15 2.9 0.318268 4.00286
16 3.1 0.323883 4.28837
17 3.3 0.791738 5.07923
18 3.5 0.431973 5.5646
19 3.7 0.345618 5.99857
20 3.9 0.755204 7.05211
21 4.1 1.06112 8.68808
22 4.3 1.13308 10.6096
23 4.5 1.15761 12.7595
24 4.7 1.19156 15.1734
25 4.9 1.25966 17.9472
26 5.1 1.2041 20.8194
27 5.3 1.1277 23.7245
28 5.5 1.07652 26.7109
29 5.7 1.09334 29.9686
30 5.9 1.02226 33.232
31 6.1 0.961355 36.5125
32 6.3 0.96875 40.0385
33 6.5 0.948374 43.7131
34 6.7 0.954677 47.6431
35 6.9 0.95082 51.7944
36 7.1 0.950816 56.1899
37 7.3 0.981227 60.985
38 7.5 0.952566 65.8986
39 7.7 0.988271 71.2719
40 7.9 0.989254 76.9336
41 8.1 1.02192 83.0821
42 8.3 0.994956 89.3676
43 8.5 1.01699 96.1056
44 8.7 1.00553 103.085
45 8.9 1.03514 110.604
46 9.1 1.03601 118.471
47 9.3 1.00741 126.461
48 9.5 1.01046 134.824
49 9.7 0.986759 143.338
50 9.9 0.987797 152.216
7500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.11516 0.232691
6 1.1 3.9842 0.67666
7 1.3 3.38723 1.20343
8 1.5 0.827784 1.37473
9 1.7 1.90718 1.88151
10 1.9 0.696896 2.11278
11 2.1 0.496608 2.31406
12 2.3 0.998414 2.79943
13 2.5 0.561769 3.12206
14 2.7 0.927095 3.74304
15 2.9 0.336252 4.00286
16 3.1 0.318532 4.28408
17 3.3 0.774819 5.05924
18 3.5 0.44526 5.56031
19 3.7 0.370058 6.0257
20 3.9 0.734625 7.05211
21 4.1 1.07982 8.71949
22 4.3 1.10948 10.6039
23 4.5 1.16119 12.7637
24 4.7 1.20942 15.2177
25 4.9 1.2493 17.9729
26 5.1 1.19567 20.8294
27 5.3 1.142 23.7759
28 5.5 1.08667 26.7951
29 5.7 1.06869 29.9843
30 5.9 1.01443 33.2277
31 6.1 0.994539 36.6267
32 6.3 0.950023 40.0899
33 6.5 0.94507 43.7573
34 6.7 0.968091 47.7488
35 6.9 0.943801 51.8758
36 7.1 0.945648 56.2541
37 7.3 0.989628 61.0978
38 7.5 0.953858 66.0257
39 7.7 0.976521 71.3433
40 7.9 0.998933 77.0692
41 8.1 1.01157 83.1649
42 8.3 1.01553 89.5903
43 8.5 1.00294 96.2455
44 8.7 1.01178 103.279
45 8.9 1.03648 110.819
46 9.1 1.02465 118.612
47 9.3 1.01268 126.657
48 9.5 1.00476 134.985
49 9.7 0.992504 143.562
50 9.9 0.984685 152.425
7600 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.08847 0.231263
6 1.1 3.96167 0.673804
7 1.3 3.40642 1.20485
8 1.5 0.853284 1.38187
9 1.7 1.87571 1.88151
10 1.9 0.703774 2.11563
11 2.1 0.488366 2.31406
12 2.3 0.969608 2.78658
13 2.5 0.609987 3.13776
14 2.7 0.905692 3.7459
15 2.9 0.331743 4.00286
16 3.1 0.327431 4.29265
17 3.3 0.772923 5.06781
18 3.5 0.425189 5.54747
19 3.7 0.395197 6.04568
20 3.9 0.752193 7.09921
21 4.1 1.06611 8.74946
22 4.3 1.12102 10.6581
23 4.5 1.16371 12.828
24 4.7 1.22049 15.3105
25 4.9 1.24753 18.0685
26 5.1 1.2005 20.9436
27 5.3 1.10168 23.793
28 5.5 1.12348 26.9222
29 5.7 1.04937 30.0614
30 5.9 1.03912 33.3919
31 6.1 0.965022 36.6981
32 6.3 0.968794 40.2384
33 6.5 0.940923 43.8986
34 6.7 0.956743 47.853
35 6.9 0.927163 51.9172
36 7.1 0.97563 56.4454
37 7.3 0.983715 61.2719
38 7.5 0.952351 66.2041
39 7.7 0.976747 71.536
40 7.9 0.997234 77.2662
41 8.1 1.0117 83.3776
42 8.3 1.00562 89.7559
43 8.5 1.00135 96.4168
44 8.7 1.02303 103.546
45 8.9 1.02416 111.015
46 9.1 1.03188 118.882
47 9.3 1.02526 127.046
48 9.5 0.9865 135.243
49 9.7 1.00359 143.937
50 9.9 0.976265 152.747
7700 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.2189 0.241256
6 1.1 3.90688 0.678087
7 1.3 3.36662 1.20343
8 1.5 0.824982 1.37473
9 1.7 1.90608 1.88294
10 1.9 0.685963 2.11135
11 2.1 0.491417 2.31121
12 2.3 1.01259 2.80514
13 2.5 0.5673 3.13205
14 2.7 0.945198 3.76731
15 2.9 0.309336 4.00714
16 3.1 0.34646 4.31406
17 3.3 0.773619 5.09065
18 3.5 0.412147 5.55603
19 3.7 0.391431 6.04996
20 3.9 0.746394 7.09636
21 4.1 1.07801 8.7666
22 4.3 1.14928 10.7252
23 4.5 1.1106 12.798
24 4.7 1.22986 15.3019
25 4.9 1.27087 18.1142
26 5.1 1.20592 21.005
27 5.3 1.10285 23.8601
28 5.5 1.11474 26.9679
29 5.7 1.04552 30.0985
30 5.9 1.02658 33.3919
31 6.1 0.982015 36.7595
32 6.3 0.964761 40.2884
33 6.5 0.922807 43.8815
34 6.7 0.979653 47.9343
35 6.9 0.931172 52.02
36 7.1 0.954124 56.4525
37 7.3 0.996743 61.3476
38 7.5 0.945122 66.247
39 7.7 1.00065 71.7145
40 7.9 0.981405 77.359
41 8.1 1.01004 83.4661
42 8.3 1.00984 89.8772
43 8.5 0.996545 96.5125
44 8.7 1.03066 103.702
45 8.9 1.0363 111.266
46 9.1 1.01575 119.018
47 9.3 0.996716 126.962
48 9.5 1.02042 135.449
49 9.7 0.992767 144.057
50 9.9 0.975821 152.871
7800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.08586 0.231263
6 1.1 3.94555 0.672377
7 1.3 3.42183 1.20628
8 1.5 0.811308 1.37473
9 1.7 1.90625 1.88294
10 1.9 0.694602 2.1142
11 2.1 0.505505 2.31977
12 2.3 0.957079 2.78658
13 2.5 0.604516 3.1349
14 2.7 0.924044 3.75589
15 2.9 0.327779 4.00999
16 3.1 0.340046 4.31121
17 3.3 0.760891 5.07495
18 3.5 0.432415 5.56317
19 3.7 0.381285 6.04425
20 3.9 0.723042 7.05782
21 4.1 1.10299 8.7666
22 4.3 1.13264 10.6966
23 4.5 1.12983 12.8051
24 4.7 1.23419 15.3176
25 4.9 1.25938 18.1042
26 5.1 1.20067 20.9822
27 5.3 1.10791 23.8501
28 5.5 1.08975 26.8879
29 5.7 1.07184 30.0971
30 5.9 1.0289 33.3976
31 6.1 0.971282 36.7281
32 6.3 0.966412 40.2627
33 6.5 0.943793 43.9372
34 6.7 0.970082 47.95
35 6.9 0.931909 52.0385
36 7.1 0.940691 56.4083
37 7.3 0.986371 61.252
38 7.5 0.969446 66.2769
39 7.7 0.987155 71.6702
40 7.9 0.986709 77.3448
41 8.1 1.01273 83.4675
42 8.3 1.00814 89.8672
43 8.5 0.998997 96.5182
44 8.7 1.03547 103.74
45 8.9 1.02485 111.221
46 9.1 1.01884 118.995
47 9.3 1.02027 127.126
48 9.5 0.993046 135.385
49 9.7 0.998787 144.044
50 9.9 0.981128 152.905
7900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.99057 0.224126
6 1.1 3.9838 0.669522
7 1.3 3.44923 1.20771
8 1.5 0.838799 1.38187
9 1.7 1.88481 1.88437
10 1.9 0.694593 2.11563
11 2.1 0.494966 2.31692
12 2.3 0.974627 2.79229
13 2.5 0.584687 3.12919
14 2.7 0.947397 3.76588
15 2.9 0.30936 4.00571
16 3.1 0.333595 4.30121
17 3.3 0.769414 5.07352
18 3.5 0.433674 5.56317
19 3.7 0.371098 6.03141
20 3.9 0.750527 7.08351
21 4.1 1.10297 8.79229
22 4.3 1.11419 10.6909
23 4.5 1.1237 12.788
24 4.7 1.23697 15.3062
25 4.9 1.25549 18.0842
26 5.1 1.2215 21.0121
27 5.3 1.09301 23.8415
28 5.5 1.11688 26.955
29 5.7 1.06372 30.1399
30 5.9 1.01019 33.3804
31 6.1 0.963359 36.6838
32 6.3 0.970692 40.2341
33 6.5 0.926181 43.8401
34 6.7 0.982837 47.9058
35 6.9 0.908795 51.8929
36 7.1 0.982473 56.4568
37 7.3 0.971241 61.2263
38 7.5 0.970259 66.2555
39 7.7 0.993413 71.6831
40 7.9 0.985703 77.3519
41 8.1 1.02523 83.5503
42 8.3 0.986538 89.813
43 8.5 1.02386 96.6296
44 8.7 1.02706 103.793
45 8.9 1.02073 111.243
46 9.1 1.04072 119.185
47 9.3 0.998586 127.143
48 9.5 1.00299 135.485
49 9.7 0.995645 144.117
50 9.9 0.982063 152.986
8000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.03058 0.226981
6 1.1 4.01186 0.675232
7 1.3 3.38732 1.20343
8 1.5 0.832447 1.37616
9 1.7 1.91279 1.8858
10 1.9 0.712191 2.12277
11 2.1 0.48474 2.31977
12 2.3 0.960597 2.78801
13 2.5 0.594972 3.13062
14 2.7 0.941617 3.76303
15 2.9 0.322453 4.01285
16 3.1 0.327355 4.30264
17 3.3 0.748551 5.05353
18 3.5 0.445333 5.55603
19 3.7 0.384916 6.0414
20 3.9 0.741829 7.08066
21 4.1 1.11196 8.80228
22 4.3 1.11992 10.7095
23 4.5 1.11675 12.7923
24 4.7 1.23214 15.2991
25 4.9 1.24466 18.0514
26 5.1 1.20737 20.9436
27 5.3 1.10087 23.7916
28 5.5 1.10989 26.8837
29 5.7 1.05581 30.0428
30 5.9 1.0224 33.3205
31 6.1 0.986461 36.7009
32 6.3 0.945136 40.1556
33 6.5 0.954647 43.8701
34 6.7 0.955485 47.8201
35 6.9 0.934437 51.9172
36 7.1 0.978171 56.4582
37 7.3 0.970398 61.2206
38 7.5 0.973901 66.2655
39 7.7 0.977043 71.6003
40 7.9 1.0052 77.3776
41 8.1 0.997286 83.4033
42 8.3 1.01551 89.8458
43 8.5 1.00433 96.5282
44 8.7 1.02771 103.692
45 8.9 1.02001 111.132
46 9.1 1.03313 119.011
47 9.3 1.02717 127.192
48 9.5 0.988333 135.406
49 9.7 1.00088 144.079
50 9.9 0.979676 152.921
8100 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.97634 0.222698
6 1.1 4.01584 0.670949
7 1.3 3.45482 1.20914
8 1.5 0.840159 1.3833
9 1.7 1.8825 1.88437
10 1.9 0.708603 2.11991
11 2.1 0.488737 2.31834
12 2.3 0.985002 2.798
13 2.5 0.598043 3.14204
14 2.7 0.906381 3.75018
15 2.9 0.331995 4.00714
16 3.1 0.327679 4.29693
17 3.3 0.790604 5.08922
18 3.5 0.400184 5.54033
19 3.7 0.390964 6.03283
20 3.9 0.750724 7.08351
21 4.1 1.08722 8.76517
22 4.3 1.12607 10.6809
23 4.5 1.12245 12.7723
24 4.7 1.21721 15.2463
25 4.9 1.2543 18.0171
26 5.1 1.20678 20.9051
27 5.3 1.11522 23.7873
28 5.5 1.08894 26.818
29 5.7 1.07404 30.0286
30 5.9 1.01272 33.2719
31 6.1 0.996613 36.6838
32 6.3 0.941773 40.1228
33 6.5 0.955961 43.8387
34 6.7 0.945372 47.743
35 6.9 0.953614 51.9201
36 7.1 0.960673 56.3754
37 7.3 0.982133 61.1906
38 7.5 0.955005 66.1328
39 7.7 0.994238 71.556
40 7.9 1.00446 77.3233
41 8.1 0.97699 83.2206
42 8.3 1.02823 89.7373
43 8.5 1.00769 96.4354
44 8.7 1.03508 103.643
45 8.9 1.01827 111.064
46 9.1 1.03135 118.921
47 9.3 1.01133 126.968
48 9.5 1.01029 135.356
49 9.7 0.996105 143.979
50 9.9 0.968774 152.714
8200 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.18715 0.238401
6 1.1 3.91468 0.675232
7 1.3 3.42834 1.20914
8 1.5 0.805963 1.37616
9 1.7 1.87769 1.8758
10 1.9 0.717403 2.1142
11 2.1 0.502949 2.31834
12 2.3 0.964765 2.78801
13 2.5 0.615595 3.14204
14 2.7 0.893877 3.74161
15 2.9 0.330248 3.99714
16 3.1 0.348766 4.3055
17 3.3 0.769463 5.07637
18 3.5 0.407902 5.53605
19 3.7 0.386545 6.02284
20 3.9 0.751965 7.07495
21 4.1 1.11432 8.798
22 4.3 1.1222 10.7066
23 4.5 1.09289 12.7423
24 4.7 1.22951 15.2405
25 4.9 1.22493 17.9458
26 5.1 1.22503 20.8765
27 5.3 1.11941 23.7687
28 5.5 1.09952 26.828
29 5.7 1.08248 30.0628
30 5.9 1.01034 33.2976
31 6.1 0.993152 36.6966
32 6.3 0.958474 40.1956
33 6.5 0.94963 43.8858
34 6.7 0.93908 47.763
35 6.9 0.943788 51.8958
36 7.1 0.977274 56.4268
37 7.3 0.957956 61.1221
38 7.5 0.967979 66.1299
39 7.7 0.986939 71.5118
40 7.9 0.985602 77.1692
41 8.1 0.995966 83.1792
42 8.3 1.03191 89.7173
43 8.5 1.00906 96.4226
44 8.7 1.03087 103.599
45 8.9 1.01563 110.998
46 9.1 1.01722 118.745
47 9.3 1.02796 126.922
48 9.5 1.01523 135.349
49 9.7 0.993263 143.944
50 9.9 0.97381 152.722
8300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.0535 0.228408
6 1.1 4.04253 0.679515
7 1.3 3.35494 1.202
8 1.5 0.847279 1.37759
9 1.7 1.88302 1.87866
10 1.9 0.721685 2.11849
11 2.1 0.485354 2.31549
12 2.3 0.997002 2.80086
13 2.5 0.580832 3.1349
14 2.7 0.919399 3.75161
15 2.9 0.332086 4.00857
16 3.1 0.334228 4.30407
17 3.3 0.789397 5.09493
18 3.5 0.399028 5.54461
19 3.7 0.396739 6.04425
20 3.9 0.773377 7.12634
21 4.1 1.04782 8.74661
22 4.3 1.12722 10.6638
23 4.5 1.10207 12.7166
24 4.7 1.22527 15.2063
25 4.9 1.22103 17.9029
26 5.1 1.23635 20.8608
27 5.3 1.11939 23.753
28 5.5 1.09488 26.7994
29 5.7 1.08055 30.0286
30 5.9 1.00185 33.2363
31 6.1 1.00273 36.6681
32 6.3 0.961585 40.1784
33 6.5 0.955857 43.8929
34 6.7 0.94494 47.7944
35 6.9 0.946053 51.9372
36 7.1 0.962169 56.3983
37 7.3 0.972792 61.1663
38 7.5 0.957476 66.1199
39 7.7 0.995297 71.5475
40 7.9 0.985334 77.2034
41 8.1 1.00754 83.2834
42 8.3 1.00891 89.6759
43 8.5 1.02258 96.4711
44 8.7 1.02101 103.579
45 8.9 1.01464 110.971
46 9.1 1.02526 118.779
47 9.3 1.02327 126.919
48 9.5 1.01401 135.336
49 9.7 0.984007 143.852
50 9.9 0.987252 152.751
8400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.99794 0.224126
6 1.1 4.01922 0.672377
7 1.3 3.4669 1.21199
8 1.5 0.765049 1.37045
9 1.7 1.9646 1.89293
10 1.9 0.687708 2.12134
11 2.1 0.482109 2.31692
12 2.3 0.98583 2.79657
13 2.5 0.57371 3.12634
14 2.7 0.934825 3.75303
15 2.9 0.326736 4.00571
16 3.1 0.336032 4.30264
17 3.3 0.76418 5.06781
18 3.5 0.43094 5.55318
19 3.7 0.370877 6.01999
20 3.9 0.760543 7.08351
21 4.1 1.08167 8.75517
22 4.3 1.11442 10.6495
23 4.5 1.08506 12.6695
24 4.7 1.19855 15.1035
25 4.9 1.28057 17.93
26 5.1 1.23346 20.8794
27 5.3 1.10399 23.7302
28 5.5 1.11039 26.818
29 5.7 1.07447 30.0271
30 5.9 0.998404 33.222
31 6.1 0.993277 36.6196
32 6.3 0.974648 40.1756
33 6.5 0.945002 43.8458
34 6.7 0.937171 47.7131
35 6.9 0.95409 51.8887
36 7.1 0.958399 56.3298
37 7.3 0.99549 61.2063
38 7.5 0.93096 66.02
39 7.7 1.00293 71.4861
40 7.9 0.985145 77.1378
41 8.1 1.00408 83.1934
42 8.3 1.01557 89.6246
43 8.5 1.03046 96.4682
44 8.7 1.02508 103.6
45 8.9 1.01207 110.969
46 9.1 1.02284 118.755
47 9.3 1.02277 126.887
48 9.5 1.01355 135.295
49 9.7 0.97697 143.744
50 9.9 0.996525 152.722
8500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.15233 0.235546
6 1.1 3.95726 0.67666
