0.05 0
0.15 0
0.25 0
0.35 0
0.45 0
0.55 0
0.65 0
0.75 0
0.85 0
0.95 0
1.05 0
1.15 0
1.25 0
1.35 0
1.45 0
1.55 0
1.65 0
1.75 0
1.85 0
1.95 0
2.05 0
2.15 0
2.25 0
2.35 7.16157e-05
2.45 0.0101286
2.55 0.237076
2.65 1.62159
2.75 2.70868
2.85 2.55199
2.95 1.99458
3.05 1.41289
3.15 1.02697
3.25 0.80597
3.35 0.730376
3.45 0.741195
3.55 0.788895
3.65 0.854504
3.75 0.925812
3.85 0.989796
3.95 1.04604
4.05 1.09479
4.15 1.13066
4.25 1.14592
4.35 1.15736
4.45 1.15591
4.55 1.12991
4.65 1.10518
4.75 1.07246
4.85 1.03002
4.95 0.997577
5.05 0.960539
5.15 0.941029
5.25 0.919869
5.35 0.912575
5.45 0.915185
5.55 0.907658
5.65 0.906885
5.75 0.910625
5.85 0.912854
5.95 0.930804
6.05 0.944765
6.15 0.960356
6.25 0.982803
6.35 1.00862
6.45 1.02993
6.55 1.04897
6.65 1.05918
6.75 1.05954
6.85 1.05574
6.95 1.04855
7.05 1.04473
7.15 1.03679
7.25 1.02802
7.35 1.01929
7.45 1.01294
7.55 1.00277
7.65 1.0012
7.75 0.99635
7.85 0.996284
7.95 0.994169
8.05 0.999881
8.15 0.999604
8.25 1.00074
8.35 0.997912
8.45 0.997361
8.55 1.00437
8.65 0.99979
8.75 0.996878
8.85 0.997586
8.95 0.993611
9.05 0.993855
9.15 0.99429
9.25 0.992484
9.35 0.987949
9.45 0.986495
9.55 0.988634
9.65 0.990117
9.75 0.991645
9.85 0.993639
9.95 0.997134
